Property Code,Report Date,Period Start,Period End,Occupancy,Leased %,Occupied Units,Leased Units,Available Units,Total Units,Leases,Cancellations,Denials,Move Ins,Move Outs,Booked Concession Dollars,Booked Concession Lease Count
AR4PB,,,,,,,,,,,,,,,,
